isbn,title,rating,listPrice
0804106304,The Joy Luck Club,8.195876288659793,0.0
0312278586,The Nanny Diaries: A Novel,7.54424778761062,0.0
0316769487,The Catcher in the Rye,7.68724279835391,0.0
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),8.157894736842104,0.0
0671041789,The Green Mile,8.48936170212766,0.0
0439064864,Harry Potter and the Chamber of Secrets (Book 2),8.920634920634921,0.0
0439139597,Harry Potter and the Goblet of Fire (Book 4),9.262773722627736,0.0
0312265867,To the Nines: A Stephanie Plum Novel,8.701754385964913,0.0
0671027360,Angels &amp; Demons,8.100371747211897,0.0
0060987561,I Know This Much Is True,8.26595744680851,0.0
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",7.951048951048951,0.0
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),9.035460992907801,0.0
038079487X,What Looks Like Crazy On An Ordinary Day,7.479591836734694,0.0
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),8.452631578947368,0.0
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),8.228571428571428,0.0
0440221471,The Runaway Jury,7.743421052631579,0.0
014029628X,Girl in Hyacinth Blue,7.8625,0.0
0316096199,Lucky : A Memoir,8.19548872180451,0.0
0439139600,Harry Potter and the Goblet of Fire (Book 4),8.954545454545455,0.0
068484267X,Angela's Ashes: A Memoir,8.26530612244898,0.0
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),7.716129032258064,0.0
0312924585,Silence of the Lambs,8.366071428571429,0.0
0060934417,Bel Canto: A Novel,8.150943396226415,0.0
044023722X,A Painted House,7.338078291814947,0.0
0375700757,Cold Mountain : A Novel,7.776119402985074,0.0
0452282829,We Were the Mulvaneys,7.057553956834532,0.0
0345337662,Interview with the Vampire,7.778260869565218,0.0
0060915544,The Bean Trees,8.521367521367521,0.0
0385722206,Balzac and the Little Chinese Seamstress : A Novel,8.023255813953488,0.0
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),7.531400966183575,0.0
0446601241,Kiss the Girls,7.864197530864198,0.0
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),7.843373493975903,0.0
0385720106,A Map of the World,7.0,0.0
0316776963,Me Talk Pretty One Day,7.8930817610062896,0.0
0375726403,Empire Falls,7.6482758620689655,0.0
0446605239,The Notebook,7.689320388349515,0.0
0312971346,High Five (A Stephanie Plum Novel),8.352941176470589,0.0
0609804138,The Sweet Potato Queens' Book of Love,7.628865979381444,0.0
0451167317,The Dark Half,7.632352941176471,0.0
0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),8.213483146067416,0.0
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,7.80379746835443,0.0
0440206154,Red Dragon,7.957831325301205,0.0
0804114986,The Bonesetter's Daughter,7.901785714285714,0.0
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),8.983193277310924,0.0
0140298479,Bridget Jones: The Edge of Reason,7.539823008849558,0.0
0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),8.101123595505618,0.0
0449212602,The Handmaid's Tale,8.495495495495495,0.0
0440498058,A Wrinkle In Time,8.876543209876543,0.0
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),8.049180327868852,0.0
0671021001,She's Come Undone (Oprah's Book Club),7.700460829493087,0.0
0316569321,White Oleander : A Novel,7.5,0.0
0060976845,Little Altars Everywhere: A Novel,7.596774193548387,0.0
0440234743,The Testament,7.704142011834319,0.0
0679746048,"Girl, Interrupted",7.338983050847458,0.0
0140293248,The Girls' Guide to Hunting and Fishing,6.909090909090909,0.0
0156027321,Life of Pi,8.030973451327434,0.0
0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),8.0,0.0
0316284955,White Oleander : A Novel (Oprah's Book Club),7.853801169590644,0.0
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),8.296296296296296,0.0
0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),7.733333333333333,0.0
0345443284,While I Was Gone,7.021739130434782,0.0
0312305060,The Hours: A Novel,7.627906976744186,0.0
0446608955,A Walk to Remember,7.854838709677419,0.0
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),7.4,0.0
0060987529,Confessions of an Ugly Stepsister : A Novel,7.4646464646464645,0.0
0440226430,Summer Sisters,7.55607476635514,0.0
0440236673,The Brethren,7.5,0.0
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),8.0,0.0
0451172817,Needful Things,7.942857142857143,0.0
0375707972,The Reader,7.206896551724138,0.0
0446364193,Along Came a Spider (Alex Cross Novels),8.03448275862069,0.0
0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,8.593023255813954,0.0
0312990456,One for the Money (A Stephanie Plum Novel),8.397058823529411,0.0
0380002930,Watership Down,8.62,0.0
080410526X,All I Really Need to Know,7.989247311827957,0.0
0425147622,The Body Farm,8.024691358024691,0.0
0142001430,Year of Wonders,8.318181818181818,0.0
0399501487,Lord of the Flies,7.9907407407407405,0.0
0553268880,The Prince of Tides,7.881578947368421,0.0
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),8.90566037735849,0.0
0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,7.794392523364486,0.0
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),7.637254901960785,0.0
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,8.08695652173913,0.0
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),7.846153846153846,0.0
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),7.903846153846154,0.0
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,8.25,0.0
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),8.1,0.0
0684874350,ANGELA'S ASHES,8.386363636363637,0.0
0446612790,2nd Chance,7.722222222222222,0.0
0440224764,The Partner,7.713286713286713,0.0
0345342968,Fahrenheit 451,8.628048780487806,0.0
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,8.73913043478261,0.0
0743237188,Fall On Your Knees (Oprah #45),7.574803149606299,0.0
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",7.371681415929204,0.0
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,7.771084337349397,0.0
0380018179,The Thorn Birds,8.068493150684931,0.0
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",8.0,0.0
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),7.940298507462686,0.0
0451169530,The Stand: Complete and Uncut,8.485714285714286,0.0
0743227441,The Other Boleyn Girl,8.431818181818182,0.0
1573229326,How to Be Good,6.673076923076923,0.0
0385721420,Three Junes,7.333333333333333,0.0
0385505833,Skipping Christmas,7.441666666666666,0.0
0440225701,The Street Lawyer,7.62406015037594,0.0
044022165X,The Rainmaker,7.434782608695652,0.0
0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),8.20754716981132,0.0
0553572997,The Alienist,7.766666666666667,0.0
0375705856,Plainsong (Vintage Contemporaries),7.686567164179104,0.0
0684801523,The Great Gatsby,7.688679245283019,0.0
0446532231,"Dude, Where's My Country?",8.337078651685394,0.0
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),7.5,0.0
0446605484,Roses Are Red (Alex Cross Novels),8.117647058823529,0.0
0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),7.75,0.0
0316693200,2nd Chance,7.8474576271186445,0.0
0312983271,Full House (Janet Evanovich's Full Series),6.920353982300885,0.0
0316788228,The Pilot's Wife,7.92,0.0
0142000205,Icy Sparks,7.27906976744186,0.0
0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),6.685393258426966,0.0
044651652X,The Bridges of Madison County,7.506578947368421,0.0
0425169863,Point of Origin,7.753623188405797,0.0
0440226104,Black and Blue,7.5,0.0
0671038184,Jewel,7.463414634146342,0.0
080411109X,The Hundred Secret Senses,7.869047619047619,0.0
0141000198,Bridget Jones's Diary,7.5256410256410255,0.0
006101351X,The Perfect Storm : A True Story of Men Against the Sea,7.38135593220339,0.0
0375725784,A Heartbreaking Work of Staggering Genius,7.180555555555555,0.0
0446606812,Message in a Bottle,7.435114503816794,0.0
0345439104,Drowning Ruth (Oprah's Book Club),7.505263157894737,0.0
0805063897,Nickel and Dimed: On (Not) Getting By in America,8.253731343283581,0.0
0515131229,Dance upon the Air (Three Sisters Island Trilogy),8.038095238095238,0.0
0679751521,Midnight in the Garden of Good and Evil,7.46875,0.0
0671867113,Moonlight Becomes You,7.745098039215686,0.0
080410753X,The Kitchen God's Wife,8.010204081632653,0.0
0440219078,The Giver (21st Century Reference),8.663366336633663,0.0
0345378490,Congo,7.255102040816326,0.0
0449221512,I Is for Innocent,7.5636363636363635,0.0
0380710218,Postmortem,7.9,0.0
0671693816,Wifey,6.696428571428571,0.0
0446606189,Cat &amp; Mouse (Alex Cross Novels),8.0,0.0
0451176464,Gerald's Game,7.367647058823529,0.0
0345350499,The Mists of Avalon,8.63855421686747,0.0
0451526341,Animal Farm,8.369565217391305,0.0
038550120X,A Painted House,7.580246913580247,0.0
0449005615,Seabiscuit: An American Legend,8.483333333333333,0.0
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),8.254237288135593,0.0
0452269571,Bastard Out of Carolina,8.238095238095237,0.0
0385511612,Bleachers,6.648648648648648,0.0
0670894605,The Secret Life of Bees,8.516129032258064,0.0
0553296981,Anne Frank: The Diary of a Young Girl,8.7012987012987,0.0
0440241073,The Summons,7.285,0.0
0684872153,Angela's Ashes (MMP) : A Memoir,8.0,0.0
0345387651,The Cider House Rules,7.728260869565218,0.0
0679745203,The English Patient,7.433333333333334,0.0
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),7.803680981595092,0.0
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),8.406976744186046,0.0
0060959037,Prodigal Summer: A Novel,8.159420289855072,0.0
0553579754,Fear Nothing,7.67741935483871,0.0
0140067477,The Tao of Pooh,8.03960396039604,0.0
0671793489,All Around the Town,8.140350877192983,0.0
0060977493,The God of Small Things,7.680412371134021,0.0
0375703055,Ellen Foster,7.342465753424658,0.0
0451184963,Insomnia,7.703703703703703,0.0
0440224675,Hannibal,7.158415841584159,0.0
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),7.787878787878788,0.0
0061097101,The Saving Graces: A Novel,7.481927710843373,0.0
0440215625,Dragonfly in Amber,8.471428571428572,0.0
051513287X,Face the Fire (Three Sisters Island Trilogy),7.921348314606742,0.0
014023313X,The Stone Diaries,7.47457627118644,0.0
0064400557,Charlotte's Web (Trophy Newbery),9.073529411764707,0.0
031242227X,Running with Scissors: A Memoir,7.5131578947368425,0.0
038572179X,Atonement : A Novel,7.630769230769231,0.0
0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),8.031746031746032,0.0
0553279378,I Know Why the Caged Bird Sings,8.073529411764707,0.0
0452284449,The Virgin Blue,7.839285714285714,0.0
0385472951,The Partner,7.637931034482759,0.0
0060391626,I Know This Much Is True (Oprah's Book Club),8.36,0.0
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),7.71578947368421,0.0
0688177751,Miss Julia Speaks Her Mind : A Novel,7.526315789473684,0.0
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),7.42,0.0
0446609404,Cradle and All,7.507936507936508,0.0
0446611085,Suzanne's Diary for Nicholas,7.666666666666667,0.0
014025448X,At Home in Mitford (The Mitford Years),7.771084337349397,0.0
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,8.2,0.0
0440998050,A Wrinkle in Time,8.597402597402597,0.0
0446611212,Violets Are Blue,7.695652173913044,0.0
0451160525,"The Gunslinger (The Dark Tower, Book 1)",8.137931034482758,0.0
0451524934,1984,8.772277227722773,0.0
0425162443,The Rapture of Canaan,7.3561643835616435,0.0
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),7.188888888888889,0.0
0425163407,Unnatural Exposure,7.791666666666667,0.0
0425167313,Here on Earth,7.211267605633803,0.0
0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),8.333333333333334,0.0
034536676X,The World According to Garp,8.186440677966102,0.0
0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",8.78688524590164,0.0
067102423X,Bag of Bones,7.944444444444445,0.0
0312243022,The Hours : A Novel,7.52054794520548,0.0
0671024248,Hearts In Atlantis,7.6,0.0
0743211375,From a Buick 8 : A Novel,7.288135593220339,0.0
0553250531,The Valley of Horses,8.1,0.0
0345353145,Sphere,7.4411764705882355,0.0
0553272535,Night,8.532608695652174,0.0
0312291639,The Nanny Diaries: A Novel,7.293413173652695,0.0
0385479565,The Hot Zone,7.958333333333333,0.0
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),8.116666666666667,0.0
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",7.894736842105263,0.0
0671510053,SHIPPING NEWS,7.733333333333333,0.0
0385503822,The Summons,7.280373831775701,0.0
0679734775,The House on Mango Street (Vintage Contemporaries),7.419354838709677,0.0
0425154092,From Potter's Field,7.704081632653061,0.0
0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),7.72289156626506,0.0
0446531332,Nights in Rodanthe,7.7846153846153845,0.0
0060929871,Brave New World,7.855072463768116,0.0
0385497466,The Brethren,7.245901639344262,0.0
0385336179,Shopaholic Ties the Knot,7.897058823529412,0.0
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,7.525252525252525,0.0
0394820371,The Phantom Tollbooth,8.551724137931034,0.0
0440222656,The Horse Whisperer,7.45,0.0
0375412824,The Dive From Clausen's Pier (Alex Awards),7.4363636363636365,0.0
0553274295,Where the Red Fern Grows,8.666666666666666,0.0
0060958022,Five Quarters of the Orange,7.597014925373134,0.0
0515132020,Heaven and Earth (Three Sisters Island Trilogy),7.921052631578948,0.0
0440236703,Tell No One,8.044444444444444,0.0
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",8.83969465648855,0.0
0553275976,The Bonfire of the Vanities,7.232142857142857,0.0
0553260111,The Bourne Identity,7.5675675675675675,0.0
0451156609,The Tommyknockers,7.16,0.0
0345384466,The Witching Hour (Lives of the Mayfair Witches),7.958762886597938,0.0
0451191145,Atlas Shrugged,8.137931034482758,0.0
0380789035,American Gods,8.013245033112582,0.0
0743418204,In Her Shoes : A Novel,7.693548387096774,0.0
0316781266,The Last Time They Met : A Novel,6.7926829268292686,0.0
038549081X,The Handmaid's Tale : A Novel,8.35820895522388,0.0
0446675059,The Honk and Holler Opening Soon,8.04,0.0
0345465083,Seabiscuit,8.241935483870968,0.0
0440235596,Tara Road,7.578947368421052,0.0
074343627X,Dreamcatcher,7.276595744680851,0.0
0425158616,Cause of Death,7.587301587301587,0.0
0767900383,Under the Tuscan Sun,7.256756756756757,0.0
0345391055,Disclosure,7.358974358974359,0.0
0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",7.947368421052632,0.0
0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),8.294117647058824,0.0
0671004530,On the Street Where You Live,7.654761904761905,0.0
0345391802,The Hitchhiker's Guide to the Galaxy,8.402777777777779,0.0
0743211383,Dreamcatcher,6.964912280701754,0.0
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),7.51,0.0
0671727796,The Color Purple,8.492753623188406,0.0
0684853515,Hearts In Atlantis : New Fiction,7.74,0.0
0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,8.337349397590362,0.0
0312282990,The Amazing Adventures of Kavalier &amp; Clay,8.106382978723405,0.0
0441003257,Good Omens,8.195402298850574,0.0
0380977788,Coraline,8.222222222222221,0.0
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),8.837606837606838,0.0
0743467523,Dreamcatcher,7.254901960784314,0.0
0375760911,The Idiot Girls' Action Adventure Club,7.42,0.0
044651862X,The Celestine Prophecy (Celestine Prophecy),7.222222222222222,0.0
0802130208,A Confederacy of Dunces (Evergreen Book),7.202898550724638,0.0
0684867621,The Girl Who Loved Tom Gordon : A Novel,7.116666666666666,0.0
0446607657,When the Wind Blows,7.510204081632653,0.0
039592720X,Interpreter of Maladies,8.364864864864865,0.0
0380727501,Notes from a Small Island,8.02,0.0
0316693006,Four Blind Mice,8.508474576271187,0.0
0446604801,Jack &amp; Jill (Alex Cross Novels),7.838235294117647,0.0
0345417623,Timeline,7.851282051282051,0.0
0425180638,The Last Precinct,7.309523809523809,0.0
0515126772,Jewels of the Sun (Irish Trilogy),7.968253968253968,0.0
0446670251,The Virgin Suicides,7.7555555555555555,0.0
0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",7.440677966101695,0.0
0446612545,The Beach House,7.836538461538462,0.0
014100018X,Chocolat,7.846153846153846,0.0
0671042858,The Girl Who Loved Tom Gordon,7.063157894736842,0.0
0345435168,Open House (Oprah's Book Club (Paperback)),7.222222222222222,0.0
067088300X,The Girls' Guide to Hunting and Fishing,6.95945945945946,0.0
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,7.241935483870968,0.0
0684865742,Tis: A Memoir,7.538461538461538,0.0
0151008116,Life of Pi,8.138297872340425,0.0
037570504X,"Breath, Eyes, Memory",7.137254901960785,0.0
0449221482,J Is for Judgment,7.963636363636364,0.0
0385490992,The Street Lawyer,7.421052631578948,0.0
0440212561,Outlander,8.58095238095238,0.0
0316777730,Naked,8.17910447761194,0.0
0385503954,Atonement: A Novel,7.94,0.0
0440414806,Holes (Yearling Newbery),8.657894736842104,0.0
0385720955,The Blind Assassin,7.5,0.0
038533334X,Charming Billy,6.803921568627451,0.0
0449003795,P Is for Peril,7.2592592592592595,0.0
0452264464,Beloved (Plume Contemporary Fiction),7.772151898734177,0.0
0440221595,The Glass Lake,7.964285714285714,0.0
0399149155,Q Is for Quarry,8.065573770491802,0.0
0441172717,Dune (Remembering Tomorrow),8.973333333333333,0.0
044022103X,One True Thing,7.62,0.0
140003065X,A Fine Balance,8.051724137931034,0.0
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),9.082706766917294,0.0
0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),8.384615384615385,0.0
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,7.653333333333333,0.0
0060175400,The Poisonwood Bible,8.384615384615385,0.0
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,8.415584415584416,0.0
0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",7.648648648648648,0.0
0670880728,Bridget Jones's Diary,7.622641509433962,0.0
038550926X,The Devil Wears Prada : A Novel,7.016393442622951,0.0
0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",8.509803921568627,0.0
0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),7.34,0.0
0515128554,Heart of the Sea (Irish Trilogy),7.876923076923077,0.0
0060199652,Prodigal Summer,8.266666666666667,0.0
0385486804,Into the Wild,7.938461538461539,0.0
0446610399,The Rescue,7.415730337078652,0.0
080411868X,"Welcome to the World, Baby Girl!",7.6,0.0
0345384369,Intensity,8.22,0.0
0385508042,The King of Torts,7.415730337078652,0.0
0385493800,The Testament,7.314814814814815,0.0
051513628X,Key of Light (Key Trilogy (Paperback)),8.1,0.0
0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),6.53030303030303,0.0
0316602906,The Big Bad Wolf: A Novel,7.849056603773585,0.0
0316899984,"River, Cross My Heart",6.8307692307692305,0.0
0312306326,Visions of Sugar Plums,7.428571428571429,0.0
0446359866,Presumed Innocent,7.5344827586206895,0.0
0679723161,Lolita (Vintage International),8.36,0.0
0446604666,Sick Puppy,7.698630136986301,0.0
0670892963,Bridget Jones : The Edge of Reason,7.285714285714286,0.0
0451177096,Dolores Claiborne,7.833333333333333,0.0
0345339738,"The Return of the King (The Lord of the Rings, Part 3)",9.402597402597403,0.0
0515130389,Carolina Moon,7.344262295081967,0.0
0374129983,The Corrections,6.80327868852459,0.0
0156628708,Mrs Dalloway,7.056603773584905,0.0
0060922532,Pigs in Heaven,7.716981132075472,0.0
0385424736,The Rainmaker,7.72,0.0
0066214122,Prey: A Novel,7.813186813186813,0.0
0449907481,A Thousand Acres (Ballantine Reader's Circle),7.527027027027027,0.0
0786867647,Lucky Man: A Memoir,8.23076923076923,0.0
0786885688,Shopgirl,7.185714285714286,0.0
0671758896,"Loves Music, Loves to Dance",7.388888888888889,0.0
1592400876,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",8.5,0.0
0385498802,Bee Season: A Novel,7.5,0.0
0515128546,Tears of the Moon (Irish Trilogy),7.868852459016393,0.0
0440211263,Circle of Friends,8.0625,0.0
0156528207,The Little Prince,8.980392156862745,0.0
0671011367,Deja Dead,7.25,0.0
0743225406,The Shipping News : A Novel,7.3768115942028984,0.0
0515133973,Midnight Bayou,7.846153846153846,0.0
0446520802,The Notebook,8.410714285714286,0.0
0345380371,Rising Sun,7.329545454545454,0.0
0446608815,Pop Goes the Weasel,7.416666666666667,0.0
0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,8.615384615384615,0.0
0345436911,The Dress Lodger (Ballantine Reader's Circle),7.472727272727273,0.0
0345444884,The Talisman,8.211538461538462,0.0
0804111359,Secret History,7.462686567164179,0.0
0375502238,Blessings,7.803571428571429,0.0
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),7.753846153846154,0.0
0425172546,Southern Cross,6.8076923076923075,0.0
0684848783,Tis : A Memoir,7.142857142857143,0.0
0060916508,Their Eyes Were Watching God: A Novel,8.403846153846153,0.0
034541389X,Flesh and Blood,7.316666666666666,0.0
0345441036,Black House,7.88,0.0
0553579606,Ashes to Ashes,7.096153846153846,0.0
0316693235,Violets Are Blue,7.433962264150943,0.0
0316777722,Me Talk Pretty One Day,7.807017543859649,0.0
0385730586,Sisterhood of the Traveling Pants,8.245901639344263,0.0
0449912558,The Sparrow,8.24,0.0
0553582747,From the Corner of His Eye,8.0,0.0
0446607711,The Simple Truth,7.163636363636364,0.0
0671004573,Before I Say Good-Bye,7.586206896551724,0.0
0449003787,"\O\"" Is for Outlaw""",7.333333333333333,0.0
0316781142,The Last Time They Met : A Novel,6.95,0.0
089480829X,What to Expect When You're Expecting (Revised Edition),8.265625,0.0
0441790348,Stranger in a Strange Land (Remembering Tomorrow),8.333333333333334,0.0
1573229571,About a Boy (Movie Tie-In),7.910714285714286,0.0
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,7.805194805194805,0.0
0380731851,Mystic River,7.701923076923077,0.0
0062502182,The Alchemist: A Fable About Following Your Dream,8.076190476190476,0.0
038529929X,Hannibal,7.0,0.0
0385424728,The Chamber,7.3090909090909095,0.0
0671617028,The Color Purple,8.694915254237289,0.0
0446394521,Daisy Fay and the Miracle Man,7.56140350877193,0.0
0440241537,The King of Torts,7.619565217391305,0.0
0553582755,One Door Away from Heaven,7.6875,0.0
0451163966,One Flew Over the Cuckoo's Nest,8.5,0.0
0451166892,The Pillars of the Earth,8.39080459770115,0.0
0425192725,Q Is for Quarry,7.722222222222222,0.0
0671028375,Fatal Voyage,7.96078431372549,0.0
0515136379,Key of Knowledge (Key Trilogy (Paperback)),7.94,0.0
0345424719,A Widow for One Year,8.017543859649123,0.0
0312422156,Middlesex: A Novel,8.305084745762711,0.0
0142001805,The Eyre Affair: A Novel,8.382352941176471,0.0
0142004235,East of Eden (Oprah's Book Club),8.63768115942029,0.0
0440223202,Evening Class,8.38888888888889,0.0
0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),7.576923076923077,0.0
0446611867,A Bend in the Road,7.486238532110092,0.0
0061097314,The Bean Trees,7.861111111111111,0.0
0446670111,Einstein's Dreams,7.788461538461538,0.0
0679731148,A Year in Provence,8.0,0.0
0425182878,Chosen Prey,7.762711864406779,0.0
0380789019,Neverwhere,8.023809523809524,0.0
0446606324,The Winner,7.2727272727272725,0.0
0679444815,Timeline,7.864406779661017,0.0
0316969443,Suzanne's Diary for Nicholas,7.594936708860759,0.0
1559029838,Call of the Wild,7.851851851851852,0.0
0060921145,Animal Dreams,7.970149253731344,0.0
055356451X,Night Sins,7.964285714285714,0.0
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,7.5,0.0
0515135062,Three Fates,7.901639344262295,0.0
0451183665,A Case of Need,6.950819672131147,0.0
0871136791,Cold Mountain,8.102564102564102,0.0
0446516538,Slow Waltz in Cedar Bend,6.42,0.0
0345413903,The Murder Book,7.753623188405797,0.0
0345378482,The Andromeda Strain,7.6,0.0
0451202341,Back Roads,7.2745098039215685,0.0
0609610597,"The Shelters of Stone (Earth's Children Series, No 5)",7.258620689655173,0.0
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",9.120481927710843,0.0
0515132187,The Villa,7.25,0.0
034540288X,The Lost World,7.22680412371134,0.0
0452282195,The Bluest Eye,7.36,0.0
0312995423,Digital Fortress : A Thriller,7.7032967032967035,0.0
0671867156,Pretend You Don't See Her,8.127272727272727,0.0
0743203631,Gap Creek: The Story Of A Marriage,7.482758620689655,0.0
