Page_url,Book_Title,Rating, Price ,Image_url,Availability,Quantity
https://books.toscrape.com/catalogue/category/books_1/page-1.html,Our Band Could Be ...,3, $57.25 ,https://books.toscrape.com///media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-1.html,Olio,1, $23.88 ,https://books.toscrape.com///media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-1.html,Mesaerion: The Best Science ...,1, $37.59 ,https://books.toscrape.com///media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-1.html,Libertarianism for Beginners,2, $51.33 ,https://books.toscrape.com///media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-1.html,It's Only the Himalayas,2, $45.17 ,https://books.toscrape.com///media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,In Her Wake,1, $12.84 ,https://books.toscrape.com///media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,How Music Works,2, $37.32 ,https://books.toscrape.com///media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Foolproof Preserving: A Guide ...,3, $30.52 ,https://books.toscrape.com///media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg,In Stock,3
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Chase Me (Paris Nights ...,5, $25.27 ,https://books.toscrape.com///media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Black Dust,5, $34.53 ,https://books.toscrape.com///media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Birdsong: A Story in ...,3, $54.64 ,https://books.toscrape.com///media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,America's Cradle of Quarterbacks: ...,3, $22.50 ,https://books.toscrape.com///media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Aladdin and His Wonderful ...,3, $53.13 ,https://books.toscrape.com///media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Worlds Elsewhere: Journeys Around ...,5, $40.30 ,https://books.toscrape.com///media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Wall and Piece,4, $44.18 ,https://books.toscrape.com///media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-2.html,The Four Agreements: A ...,5, $17.66 ,https://books.toscrape.com///media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-2.html,The Five Love Languages: ...,3, $31.05 ,https://books.toscrape.com///media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-2.html,The Elephant Tree,5, $23.82 ,https://books.toscrape.com///media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-2.html,The Bear and the ...,1, $36.89 ,https://books.toscrape.com///media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Sophie's World,5, $15.94 ,https://books.toscrape.com///media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Penny Maybe,3, $33.29 ,https://books.toscrape.com///media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Maude (1883-1993):She Grew Up ...,2, $18.02 ,https://books.toscrape.com///media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,"In a Dark, Dark ...",1, $19.63 ,https://books.toscrape.com///media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,Behind Closed Doors,4, $52.22 ,https://books.toscrape.com///media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-2.html,You can't bury them ...,2, $33.63 ,https://books.toscrape.com///media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Slow States of Collapse: ...,3, $57.31 ,https://books.toscrape.com///media/cache/72/41/72417db983862010ef0c1a25de98c7d7.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Reasons to Stay Alive,2, $26.41 ,https://books.toscrape.com///media/cache/cb/bd/cbbdb0222ee8a0f6ab61657412a15794.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Private Paris (Private #10),5, $47.61 ,https://books.toscrape.com///media/cache/9d/05/9d0533bae1578846d728a82913b95c26.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-3.html,#HigherSelfie: Wake Up Your ...,5, $23.11 ,https://books.toscrape.com///media/cache/9c/46/9c463c7631c82401160fd3b554b8f0e1.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Without Borders (Wanderlove #1),2, $45.07 ,https://books.toscrape.com///media/cache/24/e2/24e2f5c9d325c4004d8190c054da86dd.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,When We Collided,1, $31.77 ,https://books.toscrape.com///media/cache/08/04/08044269fc197645268a6197c57e6173.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,"We Love You, Charlie ...",5, $50.27 ,https://books.toscrape.com///media/cache/5f/15/5f152afdbc42356ecba02f61058a7e5b.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Untitled Collection: Sabbath Poems ...,4, $14.27 ,https://books.toscrape.com///media/cache/f9/3b/f93b4a650f03a5d21f2436d7813f42c2.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Unseen City: The Majesty ...,4, $44.18 ,https://books.toscrape.com///media/cache/41/a2/41a20f35adf0caea24f208dc01ad7681.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Unicorn Tracks,3, $18.78 ,https://books.toscrape.com///media/cache/76/8e/768ea5924ac1ef6297c2be9959c796c2.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Unbound: How Eight Technologies ...,1, $25.52 ,https://books.toscrape.com///media/cache/4a/3b/4a3b055f9e378a95fedbef55e7bab7ce.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Tsubasa: WoRLD CHRoNiCLE 2 ...,1, $16.28 ,https://books.toscrape.com///media/cache/36/df/36df4caaf1420b1183a8235355d39e69.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Throwing Rocks at the ...,3, $31.12 ,https://books.toscrape.com///media/cache/03/86/038650c9e7517b4baf2a423cd8eed38f.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-3.html,This One Summer,4, $19.49 ,https://books.toscrape.com///media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-3.html,Thirst,5, $17.27 ,https://books.toscrape.com///media/cache/c4/0a/c40a64f59e7487b1a80a049f6ceb2ba5.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-3.html,The Torch Is Passed: ...,1, $19.09 ,https://books.toscrape.com///media/cache/33/e5/33e507172541628acfd421503196b578.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,The Secret of Dreadwillow ...,1, $56.13 ,https://books.toscrape.com///media/cache/c4/a2/c4a2a1a026c67bcceb5a411c724d7d0c.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,The Pioneer Woman Cooks: ...,1, $56.41 ,https://books.toscrape.com///media/cache/b7/f4/b7f4843dbe062d44be1ffcfa16b2faa4.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,The Past Never Ends,4, $56.50 ,https://books.toscrape.com///media/cache/89/b8/89b850edb01851a91f64ba114b96acb6.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-3.html,The Natural History of ...,3, $45.22 ,https://books.toscrape.com///media/cache/5d/7f/5d7f496cdf5e5962a73ecdcc1505c1d5.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Nameless City (The ...,4, $38.16 ,https://books.toscrape.com///media/cache/f4/79/f479de5f305c2ac0512702cf7155bb74.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Murder That Never ...,3, $54.11 ,https://books.toscrape.com///media/cache/dc/44/dc44f8e2aebac48ca8553814d9b021a8.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Most Perfect Thing: ...,4, $42.96 ,https://books.toscrape.com///media/cache/d4/8d/d48d5122a15347e9fe2b15ad354d69bf.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Mindfulness and Acceptance ...,4, $23.89 ,https://books.toscrape.com///media/cache/f8/6d/f86d08178e3788563ac17be5aefd29f0.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Life-Changing Magic of ...,3, $16.77 ,https://books.toscrape.com///media/cache/95/64/95647d6a526bf54120b9445e124794e1.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Inefficiency Assassin: Time ...,5, $20.59 ,https://books.toscrape.com///media/cache/75/dc/75dce2f5949b407161f37f0af249b018.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Gutsy Girl: Escapades ...,1, $37.13 ,https://books.toscrape.com///media/cache/64/15/641570cd7e7aded53c7d33d78a9629f1.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Electric Pencil: Drawings ...,1, $56.06 ,https://books.toscrape.com///media/cache/2e/23/2e236e23ad52aa74505f224f6552eda8.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Death of Humanity: ...,4, $58.11 ,https://books.toscrape.com///media/cache/71/df/71df730cf38c232ee58a2e407135f055.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Bulletproof Diet: Lose ...,3, $49.05 ,https://books.toscrape.com///media/cache/ee/3e/ee3e219d23e73ba71c79b700f183aaed.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Art Forger,3, $40.76 ,https://books.toscrape.com///media/cache/70/fa/70fa6c0437d9c97dbeada6bd32bf9d2c.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Age of Genius: ...,1, $19.73 ,https://books.toscrape.com///media/cache/2d/4e/2d4e358712e6c9f1d3bdd78d1a16e5a8.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,The Activist's Tao Te ...,5, $32.24 ,https://books.toscrape.com///media/cache/96/db/96db61bb53930c560fb4c1c62b583816.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-4.html,Spark Joy: An Illustrated ...,4, $41.83 ,https://books.toscrape.com///media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-4.html,Soul Reader,2, $39.58 ,https://books.toscrape.com///media/cache/69/85/69852567cf97264a1442cbc882c84903.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,Security,2, $39.25 ,https://books.toscrape.com///media/cache/da/df/dadfac66a89774b46b10225362724c83.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,"Saga, Volume 6 (Saga ...",3, $25.02 ,https://books.toscrape.com///media/cache/43/ae/43aee83ebb31e2122a7215e413770e5c.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-4.html,"Saga, Volume 5 (Saga ...",2, $51.04 ,https://books.toscrape.com///media/cache/e1/ea/e1ea6cb36e62ae6dc7b805f68ab9a700.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,Reskilling America: Learning to ...,2, $19.83 ,https://books.toscrape.com///media/cache/97/f8/97f8debeeaaece9603267653076e760f.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-4.html,"Rat Queens, Vol. 3: ...",3, $50.40 ,https://books.toscrape.com///media/cache/f3/ef/f3efd43ae0fa85d9b325d5e8783e7af5.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-5.html,"Princess Jellyfish 2-in-1 Omnibus, ...",5, $13.61 ,https://books.toscrape.com///media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Princess Between Worlds (Wide-Awake ...,5, $13.34 ,https://books.toscrape.com///media/cache/b7/e8/b7e84b78be3d9bb79b71156a5e5d4e42.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-5.html,"Pop Gun War, Volume ...",1, $18.97 ,https://books.toscrape.com///media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,"Political Suicide: Missteps, Peccadilloes, ...",2, $36.28 ,https://books.toscrape.com///media/cache/64/44/6444dacdcb9edaadbbd691524622aeb8.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Patience,3, $10.16 ,https://books.toscrape.com///media/cache/01/72/01726c619a05114dca75bd840095016d.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-5.html,"Outcast, Vol. 1: A ...",4, $15.44 ,https://books.toscrape.com///media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-5.html,orange: The Complete Collection ...,1, $48.41 ,https://books.toscrape.com///media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Online Marketing for Busy ...,1, $46.35 ,https://books.toscrape.com///media/cache/ea/9b/ea9b2cb8abbb317402e618445bade1e1.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,On a Midnight Clear,3, $14.07 ,https://books.toscrape.com///media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Obsidian (Lux #1),2, $14.86 ,https://books.toscrape.com///media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,My Paris Kitchen: Recipes ...,2, $33.37 ,https://books.toscrape.com///media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Masks and Shadows,2, $56.40 ,https://books.toscrape.com///media/cache/ff/e8/ffe81bf98f8386ef29e193abfb6f9c1e.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Mama Tried: Traditional Italian ...,4, $14.02 ,https://books.toscrape.com///media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-5.html,"Lumberjanes, Vol. 2: Friendship ...",2, $46.91 ,https://books.toscrape.com///media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,"Lumberjanes, Vol. 1: Beware ...",3, $45.61 ,https://books.toscrape.com///media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Lumberjanes Vol. 3: A ...,2, $19.92 ,https://books.toscrape.com///media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,"Layered: Baking, Building, and ...",1, $40.11 ,https://books.toscrape.com///media/cache/98/d1/98d1c979c4bac9e147a6718946578b0f.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Judo: Seven Steps to ...,2, $53.90 ,https://books.toscrape.com///media/cache/5f/52/5f52b1bc6d45daab2e330c744feb0359.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-5.html,Join,5, $35.67 ,https://books.toscrape.com///media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-5.html,In the Country We ...,4, $22.00 ,https://books.toscrape.com///media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Immunity: How Elie Metchnikoff ...,5, $57.36 ,https://books.toscrape.com///media/cache/26/1c/261c4eaf957ae4aacf2229b482e76dbe.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,"I Hate Fairyland, Vol. ...",2, $29.17 ,https://books.toscrape.com///media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,I am a Hero ...,3, $54.63 ,https://books.toscrape.com///media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,How to Be Miserable: ...,1, $46.03 ,https://books.toscrape.com///media/cache/da/8b/da8bc9b824dd3f446ef63e438ddbfc85.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Her Backup Boyfriend (The ...,1, $33.97 ,https://books.toscrape.com///media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,"Giant Days, Vol. 2 ...",2, $22.11 ,https://books.toscrape.com///media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Forever and Forever: The ...,3, $29.69 ,https://books.toscrape.com///media/cache/d6/58/d658a1485b130ff26ca5fb0d5975ed2e.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-6.html,First and First (Five ...,4, $15.97 ,https://books.toscrape.com///media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Fifty Shades Darker (Fifty ...,1, $21.96 ,https://books.toscrape.com///media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Everydata: The Misinformation Hidden ...,2, $54.35 ,https://books.toscrape.com///media/cache/64/94/6494bf61176ca73b61255909230030be.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Don't Be a Jerk: ...,2, $37.97 ,https://books.toscrape.com///media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Danganronpa Volume 1,4, $51.99 ,https://books.toscrape.com///media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Crown of Midnight (Throne ...,3, $43.29 ,https://books.toscrape.com///media/cache/66/25/6625e3bbb050de3e42a0c302c0d69f1f.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-6.html,"Codename Baboushka, Volume 1: ...",4, $36.72 ,https://books.toscrape.com///media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Camp Midnight,4, $17.08 ,https://books.toscrape.com///media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Call the Nurse: True ...,5, $29.14 ,https://books.toscrape.com///media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Burning,3, $28.81 ,https://books.toscrape.com///media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Bossypants,2, $49.46 ,https://books.toscrape.com///media/cache/27/d2/27d20361745ec2f7be668b18a4da29da.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,"Bitch Planet, Vol. 1: ...",2, $37.92 ,https://books.toscrape.com///media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-6.html,Avatar: The Last Airbender: ...,2, $28.09 ,https://books.toscrape.com///media/cache/06/18/061811c5845d0e13bc04b2a755f0830f.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,Algorithms to Live By: ...,1, $30.81 ,https://books.toscrape.com///media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,A World of Flavor: ...,1, $42.95 ,https://books.toscrape.com///media/cache/78/2e/782e315667ec50759b8603527ee33dec.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,"A Piece of Sky, ...",5, $56.76 ,https://books.toscrape.com///media/cache/08/89/088995e862aac86c88c608d763f6390e.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,A Murder in Time,1, $16.64 ,https://books.toscrape.com///media/cache/11/aa/11aaad48b5f15e262456ca65294084da.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,A Flight of Arrows ...,5, $55.53 ,https://books.toscrape.com///media/cache/82/96/8296f92b70fb1dafefecda92c1d51941.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,A Fierce and Subtle ...,4, $28.13 ,https://books.toscrape.com///media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-7.html,A Court of Thorns ...,1, $52.37 ,https://books.toscrape.com///media/cache/c0/88/c08816960890396213a423941af65b8f.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,(Un)Qualified: How God Uses ...,5, $54.00 ,https://books.toscrape.com///media/cache/cd/db/cddb3eb483ef11a088d519205b7098fb.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,You Are What You ...,4, $21.87 ,https://books.toscrape.com///media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg,In Stock,10
https://books.toscrape.com/catalogue/category/books_1/page-7.html,William Shakespeare's Star Wars: ...,4, $43.30 ,https://books.toscrape.com///media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-7.html,Tuesday Nights in 1980,2, $21.04 ,https://books.toscrape.com///media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,No Stock,0
https://books.toscrape.com/catalogue/category/books_1/page-7.html,Tracing Numbers on a ...,3, $41.60 ,https://books.toscrape.com///media/cache/06/a6/06a6cfcf89afd1601cbba1a16cda57fb.jpg,In Stock,5
https://books.toscrape.com/catalogue/category/books_1/page-7.html,Throne of Glass (Throne ...,3, $35.07 ,https://books.toscrape.com///media/cache/32/d6/32d6aa560e8ddf2a4da1526b95d4c7ab.jpg,In Stock,7
https://books.toscrape.com/catalogue/category/books_1/page-7.html,Thomas Jefferson and the ...,1, $59.64 ,https://books.toscrape.com///media/cache/97/47/974709d437b08e74649b5744471bf472.jpg,No Stock,0
